item_code,item_name,uom,item_group,description
VT0294,Khí Oxy Y Tế,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2204,Khí oxy y tế - 10 lít,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2203,Khí oxy y tế - 40 lít,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2102,Khí oxy y tế 10 lít,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
KH2101,Khí Oxy y tế 40 lít,Bình,Vật tư tiêu hao,Hãng SX: Việt Nam
NTKH2502,Khí Oxy(bình 10 lít),Bình,Vật tư tiêu hao,Hãng SX: ThanhGas - Việt Nam
NTKH2501,Khí Oxy(Bình 40 lít),Bình,Vật tư tiêu hao,Hãng SX: ThanhGas
NT230163,Khóa 3 chạc có dây nối,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT0043,Khóa 3 chạc có dây nối,Cái,Vật tư tiêu hao,Hãng SX: Hasoria
VT260057,Khóa 3 chạc có dây nối Kyoling,Cái,Vật tư tiêu hao,"Hãng SX: Hangzhou Jinlin Medical Appliances Co., Ltd - Trung Quốc | Nước SX: Trung Quốc"
VT0003,Khóa ba chạc,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
NT230083,Khóa ba chạc,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT210044,"Khóa ba chạc (có dây, không dây)",Cái,Vật tư tiêu hao,Hãng SX: Ấn độ
VT210148,"Khóa ba chạc (có dây, không dây)",Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT0143,Khóa ba chạc có dây,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
TH0032,Khóa ba chạc có dây,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT149,Khóa ba chạc có dây,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0051,Khóa ba chạc có dây 30 cm,Cái,Vật tư tiêu hao,Hãng SX: Hitec
VT230079,Khóa ba chạc có dây 30 cm,Cái,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
VT230102,Khóa ba chạc có dây 30 cm,Cái,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
VT250026,Khóa ba chạc có dây nối,Cái,Vật tư tiêu hao,Hãng SX: Wellmed International Industries Pvt.Ltd. | Nước SX: Ấn Độ
NT230130,Khóa ba chạc có dây nối dài 30cm,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT0011,Khóa ba chạc có dây nối dài 30cm,Cái,Vật tư tiêu hao,Hãng SX: Harsoria
VT150,Khóa ba chạc không dây nối,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0144,Khóa ba chạc không dây nối,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0145,Kìm bấm nướu,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
VT151,Kìm bấm nướu,Chiếc,Vật tư tiêu hao,Hãng SX: Prime/Pakistan
NT220090,Kim bơm thông lệ đạo,Cái,Vật tư tiêu hao,Hãng SX: PMS/Đức
VT260044,Kim bướm 23G - 25G,Chiếc,Vật tư tiêu hao,"Hãng SX: Weifang Kawa Medical Products Co., Ltd- Trung Quốc | Nước SX: Trung Quốc"
VT001,"Kim bướm 23G, 25G",Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook
VT152,"Kim bướm số 23G, 25G",Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0146,"Kim bướm số 23G, 25G",Chiếc,Vật tư tiêu hao,"Hãng SX: Haimen UnitedLaBộratory EquipmentDeveLọpment Co.,Ltd - Trung Quốc"
VT230015,Kim cánh bướm ECO,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
VT0017,Kim cánh bướm ECO,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
VT210091,Kim cấy chỉ các số,Cái,Vật tư tiêu hao,Hãng SX: Yangzhou Jiangzhou/Trung Quốc
VT0147,Kim cấy chỉ cỡ số 9,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT153,Kim cấy chỉ cỡ số 9,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT154,Kim cấy chỉ số 23G,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT0148,Kim cấy chỉ số 23G,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0241,Kim cấy chỉ số 9mm ( vàng),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT260075,Kim châm cứu 10 cm,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie Acupuncture Instruments Co., Ltd/ Trung Quốc | Nước SX: Trung Quốc"
VT260073,Kim châm cứu 5 cm,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie Acupuncture Instruments Co., Ltd/ Trung Quốc | Nước SX: Trung Quốc"
NT260011,Kim châm cứu 5cm,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie Acupuncture Instruments Co., Ltd | Nước SX: Trung Quốc"
VT260074,Kim châm cứu 7 cm,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie Acupuncture Instruments Co., Ltd/ Trung Quốc | Nước SX: Trung Quốc"
VT155,Kim châm cứu dùng 1 lần,Vỉ,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
VT345,Kim châm cứu dùng 1 lần,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0149,Kim châm cứu dùng 1 lần,vi,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
VT316,Kim châm cứu số 10,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT315,Kim châm cứu số 7,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230001,"Kim châm cứu tiệt trùng dùng một lần (dạng túi hoặc vỉ ,cán sắt ,cán bạc ,cán đồng).",Cái,Vật tư tiêu hao,Hãng SX: Suzhou Tianxie Acupunchture Instruments - Trung Quốc
VT230002,"Kim châm cứu tiệt trùng dùng một lần (dạng túi hoặc vỉ,cán sắt,cán bạc,cán đồng)",Cái,Vật tư tiêu hao,Hãng SX: Suzhou Tianxie Acupunchture Instruments - Trung Quốc
VT230117,"Kim chấm cứu tiệt trùng dùng một lần( dạng túi hoặc vỉ, cán sắt, cán bạc, cán đồng)",Cái,Vật tư tiêu hao,Hãng SX: Suzhou Tianxie Acupunchture Instruments - Trung Quốc
VT0293,Kim châm cứu vô khuẩn 0.30x25mm,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0029,Kim châm cứu vô khuẩn 3-4-5cm,Cái,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
VT210046,Kim châm cứu vô khuẩn 3-5cm,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0255,Kim châm cứu vô khuẩn 3 - 4 - 5 cm,Cái,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
VT210047,Kim châm cứu vô khuẩn 7-10cm,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0030,Kim châm cứu vô khuẩn 7-10cm,Cái,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
TH0262,Kim châm cứu vô khuẩn 7 - 10cm,Cái,Vật tư tiêu hao,Hãng SX: Hải Nam/Trung Quốc
NT260019,Kim châm cứu vô trùng dùng 1 lần,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie Acupuncture Instruments Co.,Ltd | Nước SX: Trung Quốc"
NT260021,Kim châm cứu vô trùng dùng 1 lần,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxi Acupuncture Instruments Co., Ltd | Nước SX: Trung quốc"
NT260020,Kim châm cứu vô trùng dùng 1 lần,Chiếc,Vật tư tiêu hao,"Hãng SX: Suzhou Tianxie acupuncture Instruments Co.,Ltd | Nước SX: Trung Quốc"
VT0337,Kim chỉ vô khuẩn EthiLọn cỡ số 2.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0338,Kim chỉ vô khuẩn EthiLọn cỡ số 3.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0339,Kim chỉ vô khuẩn EthiLọn cỡ số 4.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0340,Kim chỉ vô khuẩn EthiLọn cỡ số 5.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0349,Kim chỉ vô khuẩn EthiLọn cỡ số 6.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0333,Kim chỉ vô khuẩn Safil cỡ số 2.0,Sợi,Vật tư tiêu hao,Hãng SX: BBraun/Đức
VT0162,Kim chỉ vô khuẩn Safil cỡ số 4.0,Sợi,Vật tư tiêu hao,Hãng SX: B.Braun/B.Braun
VT0163,Kim chỉ vô khuẩn Safil cỡ số 5.0,Sợi,Vật tư tiêu hao,Hãng SX: B.Braun/B.Braun
VT0336,Kim chỉ vô khuẩn Vicryl cỡ số 2.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0334,Kim chỉ vô khuẩn Vicryl cỡ số 3.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0335,Kim chỉ vô khuẩn Vicryl cỡ số 4.0,Sợi,Vật tư tiêu hao,Hãng SX: Johnson/ Bỉ
VT0169,Kim chích máu,Chiếc,Vật tư tiêu hao,Hãng SX: Medisure/Trung Quốc
VT175,Kim chích máu,Chiếc,Vật tư tiêu hao,Hãng SX: Medisure/Trung Quốc
VT0170,Kim chích máu (dùng cho máy đo đường huyết cá nhân),Chiếc,Vật tư tiêu hao,Hãng SX: Johnson & Johnson/Mỹ
VT176,Kim chích máu (dùng cho máy đo đường huyết cá nhân),Hộp,Vật tư tiêu hao,Hãng SX: Johnson & Johnson
VT0021,Kim chích máu các loại,Cái,Vật tư tiêu hao,"Hãng SX: Taizhou Kangjian Medical Equipments Co.,Ltd"
VT230034,Kim chích máu các Lọại,Cái,Vật tư tiêu hao,"Hãng SX: Taizhou Kanggjian Medical Equipments Co.,Ltd"
NT210103,Kim chích máu ở tay,Cái,Vật tư tiêu hao,Hãng SX: Henso Medical(Hangzhou)/Trung Quốc
VT0171,"Kim chọc dò màng bụng, màng phổi các cỡ",Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Đức
VT177,"Kim chọc dò màng bụng, màng phổi các cỡ",Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Đức
VT178,Kim chọc dò tủy sống các cỡ,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0172,Kim chọc dò tủy sống các cỡ,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd/Ấn Độ
NT220004,Kim chọc dò tủy sống Spinocan cỡ 25-27G,Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Nhật Bản
TH0131,Kim chọc dò tủy sống SPINOCAN Spinal Needle 25G x 3 1/2,Chiếc,Vật tư tiêu hao,Hãng SX: Malaysia
TH0132,Kim chọc dò tủy sống SPINOCAN Spinal Needle 27G x 3 1/2,Chiếc,Vật tư tiêu hao,Hãng SX: Malaysia
VT0029,"Kim chọc dò, gây tê tủy sống SPINOCAN 25GX31/2""(88MM)-AP/SA",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Aesculap Japan Co.Ltd
VT230071,"Kim chọc dò, gây tê tủy sống SPINOCAN 25GX31/2""(88MM)-AP/SA",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Aesculap Japan Co.Ltd
VT0030,"Kim chọc dò, gây tê tủy sống SPINOCAN 27GX31/2""(88MM)-AP/SA",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Aesculap Japan Co.Ltd
VT230012,"Kim chọc dò, gây tê tủy sống SPINOCAN 27GX31/2""(88MM)-AP/SA",Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun Aesculap Japan Co.Ltd
NT210010,Kim gây tê 2 đầu 27G,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
VT210092,Kim gây tê hai đầu 27G,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
VT179,Kim gây tê hai đầu cỡ 27G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook/Việt Nam
VT0173,Kim gây tê hai đầu cỡ 27G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahankook/Việt Nam
NT0088,"Kim gây tê nha khoa, Terumo hộp/100c",Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
DCYT041,Kim gây tê tủy sống 25G/BBraun,Chiếc,Dụng cụ y tế,Hãng SX: B.Braun
DCYT042,Kim gây tê tủy sống 27G/BBraun,Chiếc,Dụng cụ y tế,Hãng SX: B.Braun
VT0174,Kim hút dịch cỡ 20G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahankook/Việt Nam
VT180,Kim hút dịch cỡ 20G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook/Việt Nam
NT0110,Kim hút dịch màng bụng màng phổi G20 Terumo,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
VT0342,Kìm kẹp kim,Chiếc,Vật tư tiêu hao,Hãng SX: Pakistan
VT181,Kìm kẹp kim (mayo hegar) các cỡ,Chiếc,Vật tư tiêu hao,Hãng SX: Mayo hegar/Đức
VT0175,Kìm kẹp kim (mayo hegar) các cỡ,Chiếc,Vật tư tiêu hao,Hãng SX: Mayo hegar/Đức
NT230011,Kìm kẹp kim 14cm-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT230012,Kìm kẹp kim 16cm-Prime Tech,Cái,Dụng cụ y tế,Hãng SX: Prime Tech - Pakistan
NT220100,Kìm kẹp kim cỡ 14cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT220101,Kìm kẹp kim cỡ 16cm(Toklais/Pakistan),Cái,Dụng cụ y tế,Hãng SX: Toklais / Pakistan
NT230085,Kim lấy máu cho máy đo đường đường huyết,Cái,Vật tư tiêu hao,Hãng SX: Henso Medical(Hangzhou)/Trung Quốc
VT210095,Kim lấy máu cho máy đo đường huyết,Chiếc,Vật tư tiêu hao,Hãng SX: Henso Medical(Hangzhou)/Trung Quốc
TH0133,Kim lấy máu cho máy đo đường huyết URIGHT,Cái,Vật tư tiêu hao,Hãng SX: Taidoc - Mednet
VT260068,Kim lấy máu OneTouch Delica Plus B/25,Que,Vật tư tiêu hao,"Hãng SX: Asahi Polyslider Company, Limited, Nhật Bản | Nước SX: Nhật Bản"
VT250027,Kim lấy máu Onetouch PT,Cái,Vật tư tiêu hao,Hãng SX: Blood lancet; Taizhou Kangjian | Nước SX: Trung Quốc
VT300,Kim lấy thuốc,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210021,Kim luồn 18G-Terumo,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Philippines
NT240007,Kim luồn 22G dạng bút Healcath,Cái,Vật tư tiêu hao,Hãng SX: Healcath/Ấn độ
VT0057,Kim luồn 22G dạng bút Healcath,Cái,Vật tư tiêu hao,Hãng SX: Healcath
VT0176,Kim luồn cỡ 18-20-22-24 G,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd/Ấn Độ
VT182,Kim luồn cỡ 18-20-22-24 G,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT002,Kim luồn cỡ 20-22-24 G,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
NT230125,Kim luồn có cánh bướm các cỡ (I.V.Cannula),Cái,Vật tư tiêu hao,Hãng SX: Bbraun/Malaysia
VT0008,Kim luồn có cánh bướm các cỡ (I.V.Cannula),Cái,Vật tư tiêu hao,Hãng SX: Bbraun
VT210093,Kim luồn có cánh bướm các cỡ(I.V.Cannula),Chiếc,Vật tư tiêu hao,Hãng SX: Bbraun/Malaysia
TH0134,Kim luồn có cánh bướm VASOFIX SAFETY 18G-27G,Chiếc,Vật tư tiêu hao,Hãng SX: B.Braun
VT0025,Kim luồn tĩnh mạch ( Surflo I.V.Catheter,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo
VT0026,Kim luồn tĩnh mạch ( Surflo I.V.Catheter,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo
VT0027,Kim luồn tĩnh mạch ( Surflo I.V.Catheter,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo
VT0024,Kim luồn tĩnh mạch ( Surflo I.V.Catheter,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo
VT230011,Kim luồn tĩnh mạch ( SurfLọ I.V.CaThẻter,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Philippines
NT240063,Kim luồn tĩnh mạch 22G,Cái,Vật tư tiêu hao,Hãng SX: Biomed
VT260089,Kim luồn tĩnh mạch an toàn không có cổng tiêm thuốc (INTROCAN SAFETY),Cái,Vật tư tiêu hao,Hãng SX: B.Braun Medical Industries Sdn. Bhd / Malaysia | Nước SX: Malaysia
VT210094,Kim luồn tĩnh mạch các cỡ,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Philippines
VT183,Kim luồn tĩnh mạch có cánh bướm,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0177,Kim luồn tĩnh mạch có cánh bướm,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT260061,Kim luồn tĩnh mạch có cánh các số,Chiếc,Vật tư tiêu hao,Hãng SX: Mediplus (India) Limited/ Ấn Độ | Nước SX: Ấn Độ
VT260060,Kim luồn tĩnh mạch có cánh các số,Chiếc,Vật tư tiêu hao,Hãng SX: Mediplus (India) Limited/ Ấn Độ | Nước SX: Ấn Độ
NT260017,Kim luồn tĩnh mạch có cánh các số,Chiếc,Vật tư tiêu hao,Hãng SX: Mediplus (India) Limited | Nước SX: Ấn Độ
VT250008,"Kim luồn tĩnh mạch có cửa có cánh Romed số 14G, 16G, 17G, 18G, 20G, 22G, 24G, 26G",Chiếc,Vật tư tiêu hao,Hãng SX: Van Oostveen Medical B.V;Hà Lan’BL-1020
VT0063,"Kim luồn tĩnh mạch có cửa có cánh Romed số 14G, 16G, 17G, 18G, 20G, 22G, 24G, 26G",Chiếc,Vật tư tiêu hao,Hãng SX: Van Oostveen Medical B.V.
NT210008,Kim luồn tĩnh mạch số 22,Chiếc,Vật tư tiêu hao,Hãng SX: MedipLọn/Ấn Độ
TH0135,Kim luồn tĩnh mạch TERUMO,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
NT0267,Kim luồn tĩnh mạch TERUMO,Chiếc,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
DCYT008,Kìm mang kim,Chiếc,Dụng cụ y tế,Hãng SX: Pakistan
NT220050,Kìm mang kim 16cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
NT220051,Kìm mang kim 18cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
DCYT030,Kìm mang kim 20cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT0028,Kim nha khoa (Terumo Dental Needle),Chiếc,Vật tư tiêu hao,"Hãng SX: Asahidai Factory ò Misawa Medical Industry Co.,Ltd"
VT230064,Kim nha khoa (Terumo Dental Needle),Chiếc,Vật tư tiêu hao,"Hãng SX: Asahidai Factory of Misawa Medical Industry Co.,Ltd"
NT220056,Kìm sinh thiết tử cung 28cm,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
TH0192,Kim tê nha khoa DENJECT 27G/S,Chiếc,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VTTHV409,Kim thông lệ đạo,Chiếc,Vật tư tiêu hao,Hãng SX: Pakistan
NT240017,Kim tiêm 23G,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0059,Kim tiêm 23G,Cái,Vật tư tiêu hao,Hãng SX: MPV
VT210157,Kim tiêm các cỡ dùng 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210048,Kim tiêm các cỡ dùng 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT184,Kim tiêm dịch nhờn ổ khớp cỡ 23G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook/Việt Nam
VT0178,Kim tiêm dịch nhờn ổ khớp cỡ 23G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahankook/Việt Nam
VT185,Kim tiêm dùng một lần cỡ 18G-27G,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0179,Kim tiêm dùng một lần cỡ 18G-27G,Chiếc,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT260088,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Nhựa y tế Việt Nam/ Việt Nam | Nước SX: Việt Nam
VT0035,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
VT0018,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
NT0266,Kim tiêm MPV,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT230016,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
TH0070,Kim tiêm MPV,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT250029,Kim tiêm MPV,Cái,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam | Nước SX: Việt Nam
NT260016,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: MPV | Nước SX: Việt Nam
VT230061,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam
VT260091,Kim tiêm MPV,Chiếc,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Nhựa y tế Việt Nam/ Việt Nam | Nước SX: Việt Nam
VT186,Kim tiêm nội khớp và các điểm bán gân cỡ 25G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahancook/Việt Nam
VT0180,Kim tiêm nội khớp và các điểm bán gân cỡ 25G,Chiếc,Vật tư tiêu hao,Hãng SX: Vinahankook/Việt Nam
NT0011,Kính bảo hộ - Đài Lọan,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0302,Kính chắn giọt bắn Bộxtox/Việt Nam,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam/Việt Nam
NT210073,Kính che mặt FACE SHIELD,Cái,Vật tư tiêu hao,Hãng SX: Nhật Quang/ Việt Nam - Việt Nam
VT260034,La men Kt: 22 x22mm,Cái,Vật tư tiêu hao,Hãng SX: Citotest/ Trung Quốc | Nước SX: Trung Quốc
NT240047,Lam kính 7102,Miếng,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc
NT230101,Lam kính 7102,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc
VT230039,Lam kính 7102,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc
VT230041,Lam kính 7105,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc
NT230102,Lam kính 7105,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc
HD020014,Lam kính 7105,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida Medical Instruments | Nước SX: Trung Quốc
TH0013,Lam kính hiển vi Slide 7102,Chiếc,Vật tư tiêu hao,Hãng SX: Sail Brand
NT230071,Lam kính mài 7105,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/Trung Quốc
NT240004,Lam kính mài 7105,Cái,Vật tư tiêu hao,Hãng SX: Trustlab - TQ
VT0181,"Lam kính thường 24,5 x 76,2 mm",Hộp,Vật tư tiêu hao,Hãng SX: GLọbalroll/Trung Quốc
VT187,"Lam kính thường 24,5 x 76,2 mm",Hộp,Vật tư tiêu hao,Hãng SX: GLọbalroll/Trung Quốc
VT0312,"Lam kính thường 24,5 x 76,2 mm",Chiếc,Vật tư tiêu hao,Hãng SX: Khac
NT230072,Lam kính thường 7102,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/Trung Quốc
VT210129,"Lam kính thường 7102, 7105",Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/Trung Quốc
NT0147,Lamen ( 20x20 ),Hộp,Vật tư tiêu hao,Hãng SX: Đức
VTTH 370,Lamen 20x20mm,Hộp,Vật tư tiêu hao,Hãng SX: Đức
NT230175,Lamen 22x22mm,Cái,Vật tư tiêu hao,Hãng SX: Paul Marienfeld/Đức
NT230064,Lamen kính hiển vi,Hộp,Vật tư tiêu hao,Hãng SX: Đức
VT250028,Lancet tay PT,Cái,Vật tư tiêu hao,Hãng SX: Blood lancet Taizhou Kangjian | Nước SX: Trung Quốc
2020HC96,Lazarus DD đếm bạch cầu,Chai,Hóa chất,
HC18222,Lazarus DD đếm bạch cầu,Chai,Hóa chất,
HC18223,Lazarus DD đếm bạch cầu,Chai,Hóa chất,
HC0025,LDL- Cholesterol,Hộp,Hóa chất,
HC0026,LDL- Cholesterol Calibrator,Hộp,Hóa chất,
HC0138,"LDL-C G.3, 200T, cobas c,Int",test,Hóa chất,
HC18084,LDL-C G3 200T cobas c int,test,Hóa chất,
HC18165,LDL-cholesterol,Hộp,Hóa chất,
2021HC31,LDL-Cholesterol,Hộp,Hóa chất,
2020HC38,LDL-Cholesterol,Hộp,Hóa chất,
HC18166,LDL-Cholesterol Calibrator,Hộp,Hóa chất,
2020HC39,LDL-Cholesterol Calibrator,Hộp,Hóa chất,
2021HC32,LDL-Cholesterol Calibrator,Hộp,Hóa chất,
HC0113,"LH CS GEN.2 ELECSYS,COBAS E",Hộp,Hóa chất,
HC18059,"LH CS GEN.2 ELECSYS,COBAS E",Hộp,Hóa chất,
HC0112,LH RP ELECSYS KIT,test,Hóa chất,
HC18058,LH RP ELECSYS KIT,test,Hóa chất,
2021HC78,LIAISON AFP,Hộp,Hóa chất,
2021HC100,LIAISON Anti-HBc,Hộp,Hóa chất,
2021HC106,LIAISON Anti-HBe,Hộp,Hóa chất,
2021HC94,LIAISON BRAHMS PCT II Gen,Hộp,Hóa chất,
2021HC69,LIAISON CA 125 II,Hộp,Hóa chất,
2021HC70,LIAISON CA 15-3,Hộp,Hóa chất,
2021HC68,LIAISON CA 19-9,Hộp,Hóa chất,
2021HC83,LIAISON Calcitonin II-Gen Control Set,Hộp,Hóa chất,
2021HC62,LIAISON CEA,Hộp,Hóa chất,
2021HC96,LIAISON Control anti-HAV,Hộp,Hóa chất,
2021HC101,LIAISON Control Anti-HBc,Hộp,Hóa chất,
2021HC107,LIAISON Control Anti-HBe,Hộp,Hóa chất,
