item_code,item_name,uom,item_group,description
NT0206,Đầu côn vàng,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT230037,Đầu côn vàng,Chiếc,Vật tư tiêu hao,Hãng SX: Đất Việt Thành
NT240021,Đầu côn vàng,Chiếc,Vật tư tiêu hao,Hãng SX: Đất Việt Thành/Việt Nam - Việt Nam
VT260039,Đầu côn vàng 200 ul,Cái,Vật tư tiêu hao,"Hãng SX: Jiangsu Huida Medical Instruments Co., Ltd., Trung Quốc | Nước SX: Trung Quốc"
VT210126,"Đầu côn vàng, xanh",Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/Trung Quốc
NT230116,Đầu côn xanh,Chiếc,Vật tư tiêu hao,Hãng SX: Jiangsu Huida/ Trung Quốc - Trung Quốc
VT230076,Đầu côn xanh,Cái,Vật tư tiêu hao,Hãng SX: Đất Việt Thành/Việt Nam - Việt Nam
VT260040,Đầu côn xanh 1000 ul,Cái,Vật tư tiêu hao,"Hãng SX: Jiangsu Huida Medical Instruments Co., Ltd., Trung Quốc | Nước SX: Trung Quốc"
NT230190,Đầu đọc Barcode ZEBRA-DS9308,Cái,Vật tư tiêu hao,Hãng SX: Zebra
VT0325,Đầu hút hóa chất máy AU400(R Probe),Chiếc,Vật tư tiêu hao,Hãng SX: Beckman Couter/Nhật
TH0269,Đầu lấy cao răng dưới nướu ART,Cái,Vật tư tiêu hao,Hãng SX: taiwan
VTTH410,Đầu mũi lấy cao,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT260004,Dầu Paraffin,Ml,Vật tư tiêu hao,Hãng SX: Thuận Phát | Nước SX: Việt Nam
VT075,Dầu parafin,Lít,Vật tư tiêu hao,Hãng SX: Parafin/Việt Nam
VT0069,Dầu parafin,Ml,Vật tư tiêu hao,Hãng SX: Parafin/Việt Nam
VT0304,Dầu parafin,Ml,Vật tư tiêu hao,Hãng SX: Parafin/Việt Nam
TH0223,Dầu parafin,Ml,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VT210082,Dầu parafin,Ml,Vật tư tiêu hao,Hãng SX: Thuận Phát/Việt Nam
NT240056,Dầu Parafin,Ml,Vật tư tiêu hao,Hãng SX: Panama Petrochem - Việt Nam
VT230112,Dầu parafin can 30L,Ml,Vật tư tiêu hao,Hãng SX: Raji
VT076,Dầu sả,Lít,Vật tư tiêu hao,Hãng SX: Tinh dầu sả/Việt Nam
VT260015,Dầu sả,Ml,Vật tư tiêu hao,Hãng SX: Thuận Phát | Nước SX: Việt Nam
VT0070,Dầu sả,Lít,Vật tư tiêu hao,Hãng SX: Tinh dầu sả/Việt Nam
VT230139,Dầu sả can 30L,Lít,Vật tư tiêu hao,Hãng SX: Thuận Phát/Việt Nam - Việt Nam
HCKN.19.04,Dầu soi kính hiển vi,Chai,Hóa chất,
VT250068,Đầu tip Gilson 200ul màu vàng,Cái,Vật tư tiêu hao,"Hãng SX: Jiangsu Huida Medical Instruments Co., Ltd | Nước SX: Trung Quốc"
VT250067,Đầu tip Gilson màu xanh,Cái,Vật tư tiêu hao,"Hãng SX: Jiangsu Huida Medical Instruments Co., Ltd | Nước SX: Trung Quốc"
NT0081,Dây bơm nhu động Nihon Kohden/Nhật,Chiếc,Vật tư tiêu hao,Hãng SX: Nhật Bản
VT0324,Dây bơm nhu động(Peristalic Pump tubing with fitting),Chiếc,Vật tư tiêu hao,Hãng SX: SFRI/Pháp
NT220015,Dây châm cứu (Xuất sứ: TQ). Có gia cố chống nhiệt phần dây sát với kẹp kim châm cứu,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT240035,Dây châm cứu 4 VN,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230137,Dây châm cứu giắc tròn,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230136,Dây châm cứu giắc vuông,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230165,Dây cho ăn,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Sơn/Việt Nam
NT0156,Dây cho ăn,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0061,Dây cho ăn 16Fr ( Sonde dạ dày),Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0345,Dây dẫn tín hiệu máy đắp thuốc MF 508,Dây,Vật tư tiêu hao,Hãng SX: Việt Nam
NT250014,Dây dẫn tín hiệu xung điện 2 cái/ cặp - Vn,Cặp,Vật tư tiêu hao,Nước SX: Việt Nam
NT240039,"Dây điện cực màu đen,phụ kiện của máy điện phân dẫn thuốc IONO BASE+",Chiếc,Vật tư tiêu hao,Hãng SX: Led Spa/Italy
NT240038,"Dây điện cực màu đỏ,phụ kiện của máy điện phân dẫn thuốc IONO BASE+",Chiếc,Vật tư tiêu hao,Hãng SX: Led Spa/Italy
VT230056,Dây garo,Chiếc,Vật tư tiêu hao,Hãng SX: Đất Việt Thành/Việt Nam - Việt Nam
NT230020,Dây garo,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0209,Dây Garo,Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0014,Dây Garo,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0071,"Dây garo tay, đùi",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT077,"Dây garo tay, đùi",Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210101,Dây garo vải,Cái,Vật tư tiêu hao,Hãng SX: Thời Thanh Bình/VN
NT210053,Dây hàn nhiệt máy dán túi,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT230057,Dây hút đàm nhớt,Bộ,Vật tư tiêu hao,"Hãng SX: NingBộ Greetmed Medical Instruments Co,Ltd"
VT0014,Dây hút đàm nhớt,Bộ,Vật tư tiêu hao,"Hãng SX: Ningbo Greetmed Medical Instruments Co.,Ltd"
VT250032,Dây hút dịch ECO sử dụng một lần,Cái,Vật tư tiêu hao,Hãng SX: Công ty cổ phần nhựa y tế Việt Nam | Nước SX: Việt Nam
VT301,Dây hút nhớt ( đờm dãi ),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210014,"Dây hút nhớt có nắp, không nắp các cỡ",Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT260029,Dây hút nhớt kiểm soát các số (Ống thông hút dịch,Cái,Vật tư tiêu hao,"Hãng SX: Symphon Medical Technology Co., Ltd | Nước SX: Đài Loan"
TH0023,Dây hút nhớt MPV có nắp,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
TH0050,Dây hút nhớt MPV không nắp,Cái,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT250003,Dây máy điện châm,Chiếc,Vật tư tiêu hao,"Hãng SX: Wujin Greatwall Medical Device Co., Ltd Changzhou/Trung Quốc - Trung Quốc"
NT210011,Dây máy điện châm,Bộ,Vật tư tiêu hao,Hãng SX: Medicine/Việt Nam
VT0072,Dây máy điện châm,Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT078,Dây máy điện châm,Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0233,Dây máy điện châm,Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT220117,Dây máy điện châm - Việt Nam,Bộ,Vật tư tiêu hao,Hãng SX: Việt Nam
NT240033,Dây máy điện châm KWD,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT079,Dây máy thở dùng 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT0073,Dây máy thở dùng 1 lần,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT080,Dây nối bơm tiêm điện,Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Việt Nam
VT250022,Dây nối bơm tiêm điện,Cái,Vật tư tiêu hao,Hãng SX: Wellmed International Industries Pvt.Ltd. | Nước SX: Ấn Độ
VT0074,Dây nối bơm tiêm điện,Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Việt Nam
VT260087,Dây nối bơm tiêm điện,Cái,Vật tư tiêu hao,Hãng SX: Wellmed - Ấn Độ | Nước SX: Ấn Độ
NT210007,Dây nối bơm tiêm điện 140cm,Chiếc,Vật tư tiêu hao,Hãng SX: BBraun/Việt Nam
NT240057,Dây nối bơm tiêm điện 140cm,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
NT220028,Dây nối bơm tiêm điện 140cm,Cái,Vật tư tiêu hao,Hãng SX: Wellmed/Ấn Độ
NT230167,Dây nối bơm tiêm điện 150cm,Cái,Vật tư tiêu hao,Hãng SX: Lamed/Ấn Độ
VT0044,Dây nối bơm tiêm điện 150cm,Cái,Vật tư tiêu hao,Hãng SX: Lamed
NT240016,Dây nối bơm tiêm điện 150cm,Cái,Vật tư tiêu hao,Hãng SX: Lamed/Ấn Độ
VT0058,Dây nối bơm tiêm điện 150cm,Cái,Vật tư tiêu hao,Hãng SX: Lamed
TH0110,"Dây nối bơm tiêm điện 75cm, MIN.VOL.EXTENSION TUBING 75CM LL",Bộ,Vật tư tiêu hao,Hãng SX: BBraun/Việt Nam
NT0123,Dây nội soi khí quản kích thước 5.0mm - Ambu - Đan Mạch/Malaysia,Cái,Vật tư tiêu hao,Hãng SX: Malaysia
NT0097,Dây rắc cắm máy vật lý trị liệu ( VN),Cái,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210155,Dây thở oxy,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0001,Dây thở oxy,Cái,Vật tư tiêu hao,"Hãng SX: Ningbo Great Mountain Medical Instruments Co., Ltd"
NT230100,Dây thở oxy,Bộ,Vật tư tiêu hao,Hãng SX: Hitec/Trung Quốc
VT210015,Dây thở oxy,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0004,Dây thở oxy,Bộ,Vật tư tiêu hao,Hãng SX: Hitec
NT230021,Dây thở oxy,Cái,Vật tư tiêu hao,"Hãng SX: NingBộ Great Mountain Medical Instrument Co.,Ltd- Trung Quốc"
VT0075,Dây thở ôxy,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT081,Dây thở ôxy,Chiếc,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT230078,Dây thở oxy 2 nhánh,Bộ,Vật tư tiêu hao,Hãng SX: Đất Việt Thành/Việt Nam
VT0050,Dây thở oxy 2 nhánh,Bộ,Vật tư tiêu hao,Hãng SX: Đất Việt Thành
NT230162,Dây thở oxy 2 nhánh,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Sơn/Việt Nam
VT0042,Dây thở oxy 2 nhánh,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Sơn
VT230106,Dây thở oxy 2 nhánh,Bộ,Vật tư tiêu hao,Hãng SX: Đất Việt Thành/Việt Nam
NT0204,Dây thở oxy MPV,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
TH0051,Dây thở oxy MPV,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210100,Dây truyền đếm giọt,Bộ,Vật tư tiêu hao,Hãng SX: BBraun/Việt Nam
VT003,Dây truyền đếm giọt 2-250ml/h,Bộ,Vật tư tiêu hao,Hãng SX: B.Braun
VT082,Dây truyền đếm giọt Lọại 2-250ml/h,Bộ,Vật tư tiêu hao,Hãng SX: Wellcare/Đài Lọan
VT0076,Dây truyền đếm giọt Lọại 2-250ml/h,Cái,Vật tư tiêu hao,Hãng SX: Wellcare/Đài Lọan
VT083,Dây truyền dịch,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT0077,Dây truyền dịch,Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210156,"Dây truyền dịch (có kim cánh bướm, không kim cánh bướm)",Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT210016,"Dây truyền dịch (có kim cánh bướm, không kim cánh bướm)",Bộ,Vật tư tiêu hao,Hãng SX: MPV/Việt Nam
VT006,Dây truyền dịch (Hanaco),Bộ,Vật tư tiêu hao,Hãng SX: Pháp
TH0035,Dây truyền dịch có kim cánh bướm,Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT230083,Dây truyền máu,Bộ,Vật tư tiêu hao,Hãng SX: Van Oostveen Medical B.V;Hà Lan’BL-1020
VT260055,Dây truyền máu,Cái,Vật tư tiêu hao,"Hãng SX: Weifang Kawa Medical Products Co., Ltd- Trung Quốc | Nước SX: Trung Quốc"
VT0053,Dây truyền máu,Bộ,Vật tư tiêu hao,Hãng SX: Van Oostveen Medical B.V
VT084,Dây truyền máu 20ml,Bộ,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
VT0078,Dây truyền máu 20ml,Bộ,Vật tư tiêu hao,Hãng SX: Shree Umiya Surgical Pvt. Ltd /Ấn Độ
NT230161,Dây truyền máu Romed,Cái,Vật tư tiêu hao,Hãng SX: Vanoostveen Romed/ Hà Lan
VT0041,Dây truyền máu Romed,Cái,Vật tư tiêu hao,Hãng SX: Vanoostveen Romed
TH0005,Dây truyền máu TERUMO TB-U800L,Bộ,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
VT210101,Dây truyền máu(Buồng đơn; Buồng kép),Bộ,Vật tư tiêu hao,Hãng SX: Terumo/Nhật Bản
2020HC89,"DD natricitrat 3,8%",Chai,Hóa chất,
HC18215,"DD natricitrat 3,8%",Chai,Hóa chất,
2021HC146,DD phá hồng cầu Hemolynac 3N,Thùng,Hóa chất,
HC0207,DD phá hồng cầu Hemolynac3,Thùng,Hóa chất,
2020HC77,DD phá hồng cầu Hemolynac3,Thùng,Hóa chất,
HC18203,DD phá hồng cầu Hemolynac3N,Thùng,Hóa chất,
2020HC76,DD pha loãng Isotonac3,Thùng,Hóa chất,
HC0206,DD pha loãng Isotonac3,Thùng,Hóa chất,
HC18202,DD pha loãng Isotonac3,Thùng,Hóa chất,
2021HC145,DD pha loãng Isotonac3,Thùng,Hóa chất,
HC18205,DD rửa Cleanac,Thùng,Hóa chất,
HC0205,DD rửa Cleanac,Thùng,Hóa chất,
HC0213,DD rửa Cleanac 3,Thùng,Hóa chất,
HC18204,DD rửa Cleanac 3,Thùng,Hóa chất,
2020HC78,DD rửa Cleanac 3,Thùng,Hóa chất,
2021HC147,DD rửa Cleanac 3,Thùng,Hóa chất,
NT230053,Đè lưỡi,Cái,Vật tư tiêu hao,Hãng SX: Hoàng Sơn/Việt Nam
NT220081,Đè lưỡi gỗ,Hộp,Vật tư tiêu hao,Hãng SX: Hoàng Sơn/Việt Nam
NT250009,Đè lưỡi gỗ,Chiếc,Vật tư tiêu hao,Hãng SX: Tanaphar/Việt Nam
VT0079,Đè lưỡi gỗ cỡ 150 x 20 x 2mm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
VT085,Đè lưỡi gỗ cỡ 150 x 20 x 2mm,Chiếc,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230028,Đệm cáng cứu thương,Cái,Dụng cụ y tế,Hãng SX: Việt Nam
DCYT046,Đệm hơi chống Lọét Lucass 5789,Chiếc,Dụng cụ y tế,Hãng SX: Trung Quốc
DCYT047,Đệm nước KT:185cmx90cm,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT240032,Đèn Clar khám tai mũi họng Headlight Medical HCM-6693,Chiếc,Vật tư tiêu hao,"Hãng SX: Nantong Healthcare Medical Instrument Co.,Ltd/Trung Quốc"
NT0119,"Đèn cực tím khử khuẩn treo tường. KT: 1,2 m có máng điện áp 220V-50Hz. Xuất xứ: Việt Nam",Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT210090,Đèn cực tím tiệt trùng. Model: FY-30DC. Xuất xứ: Trung Quốc,Chiếc,Thiết bị y tế,Hãng SX: Jiang Yin
TBYT 036,Đèn đọc phim X quang 2 cửa Kt:45cmx72cm,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT230110,Đèn gù tiểu phẫu ánh sáng lạnh TN,Chiếc,Thiết bị y tế,Hãng SX: Thành Nhân/Việt Nam
NT220003,Đèn gù tiểu phẫu ánh sáng lạnh TNE(Có dimer),Chiếc,Thiết bị y tế,Hãng SX: Thành Nhân TNE/Việt Nam
VT210124,Đèn hồng ngoại chân cao (có bóng),Chiếc,Thiết bị y tế,Hãng SX: Thành Nhân TNE/Việt Nam
NT0187,Đèn hồng ngoại chân cao có chiết áp ( không bóng TNE),Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT0101,Đèn hồng ngoại chân cao TNE,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT0142,Đèn hồng ngoại chân cao TNE có climmer không bóng,Cái,Thiết bị y tế,Hãng SX: Việt Nam
NT0089,"Đèn hồng ngoại chân cao TNE có dimmer ( không bóng) TNE, Hộp 1 chiếc",Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
TBYT035,Đèn hồng ngoại chân cao( có bóng Philip 150W kèm Thẻo); XX: TNE/VN,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
TBYT12,"Đèn hồng ngoại chân cao, XX: TNE/ Việt Nam",Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT0094,Đèn mổ 1 bóng L751/TQ,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT0020,Đèn quang trùng hợp Woodpecker Led B,Cái,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0190,Đèn sưởi HaLọgen,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT0141,Đèn tần phổ,Cái,Thiết bị y tế,Hãng SX: Trung Quốc
NT0189,Đèn tử ngoại di động,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT210098,Đèn tử ngoại tiệt trùng FY-30DC(Có điều khiển từ xa)-TQ,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT210050,Đèn tử ngoại tiệt trùng. Model: FY-30DC,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
NT0230,Đèn xông ngải,Chiếc,Thiết bị y tế,Hãng SX: Trung Quốc
HC18208,Dengue IgG/IgM Onsite CTK Biotech Onsite Dengue Ag Rapid Test),test,Hóa chất,
NT220071,Đĩa petri F9-Wertlab-Đức,Chiếc,Vật tư tiêu hao,Hãng SX: Wertlab- Đức
NT0036,Đĩa Petri Wertlab 90 x 15mm,Bộ,Dụng cụ y tế,Hãng SX: Đức
NT0217,Đĩa Petri Wertlab 90x15mm/Wertlab/Đức,Bộ,Dụng cụ y tế,Hãng SX: Đức
SX074,Điện,KW,Vật tư tiêu hao,
VT0316,Điện cực Ca (Ca Electrode/Sensor),Chiếc,Vật tư tiêu hao,Hãng SX: Khac
VT0080,Điện cực dán (dùng cho monitor),Miếng,Vật tư tiêu hao,Hãng SX: Tyrolmed/Áo
VT086,Điện cực dán (dùng cho monitor),Miếng,Vật tư tiêu hao,Hãng SX: Tyrolmed/Áo
VT087,Điện cực dán điện tim holter,Miếng,Vật tư tiêu hao,Hãng SX: Tyrolmed/Áo
VT0081,Điện cực dán điện tim holter,Miếng,Vật tư tiêu hao,Hãng SX: Tyrolmed/Áo
VT230051,Điện cực dán đo dẫn truyền,Túi,Vật tư tiêu hao,Hãng SX: Ambu A/S - Đan Mạch - Đan Mạch
VT250061,Điện cực dán đo dẫn truyền đo cho máy điện cơ,Cái,Vật tư tiêu hao,Hãng SX: Ambu | Nước SX: Malaysia
NT240003,Điện cực dán máy điện châm 6 kênh,Miếng,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT220077,Điện cực dán máy điện châm 6 kênh - Trung Quốc,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT230069,Điện cực dán máy điện châm 6 kênh Trung Quốc,Cặp,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT088,Điện cực dán máy đo xơ vữa,Miếng,Vật tư tiêu hao,Hãng SX: Omron/Japan
VT0082,Điện cực dán máy đo xơ vữa,Miếng,Vật tư tiêu hao,Hãng SX: Omron/Japan
NT0245,Điện cực dán Monitor,Cái,Vật tư tiêu hao,Hãng SX: Đức
NT260010,Điện cực đo dán dẫn truyền,Miếng,Vật tư tiêu hao,Hãng SX: Ambu | Nước SX: Malaysia
VT0083,Điện cực đo dẫn truyền,Hộp,Vật tư tiêu hao,Hãng SX: Ambu/Malaysia
NT230019,Điện cực đo dẫn truyền,Miếng,Vật tư tiêu hao,Hãng SX: Ambu Sdn.Bhd-Malaysia
VT089,Điện cực đo dẫn truyền,Hộp,Vật tư tiêu hao,Hãng SX: Ambu - Đan mạch /SX tại Malaysia
VT260051,Điện cực đo dẫn truyền bề mặt,Miếng,Vật tư tiêu hao,Hãng SX: Ambu/Malaysia | Nước SX: Malaysia
VT210160,Điện cực đo dẫn truyền bề mặt,bịch,Vật tư tiêu hao,Hãng SX: Ambu/Malaysia
VT210017,Điện cực đo dẫn truyền bề mặt,bịch,Vật tư tiêu hao,Hãng SX: Malaysia
NT230081,Điện cực đo dẫn truyền bề mặt,Miếng,Vật tư tiêu hao,Hãng SX: Ambu/Malaysia
TH0031,Điện cực đo dẫn truyền bề mặt,Túi,Vật tư tiêu hao,Hãng SX: Ambu/Malaysia
NT0067,Điện cực dùng cho máy tán sỏi ngoài cơ thể SDS5000 Xuất xứ: Hàn Quốc,Chiếc,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VT0317,Điện cực K ( K Electrode/Sensor),Chiếc,Vật tư tiêu hao,Hãng SX: Khac
NT0084,Điện cực máy điện xung (TQ) - quy cách: 2 chiếc/cặp,Cặp,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT220064,Điện cực ngực H041A(6c/bộ) của máy điện tim,Bộ,Vật tư tiêu hao,Hãng SX: Nihonkoden/Nhật
VT0318,Điện cực PH ( PH Electrode/Sensor),Chiếc,Vật tư tiêu hao,Hãng SX: SFRI/Pháp
VT0084,Điện cực tán sỏi,Chiếc,Vật tư tiêu hao,Hãng SX: MarfLọw/Thụy Sỹ
VT090,Điện cực tán sỏi,Chiếc,Vật tư tiêu hao,Hãng SX: MarfLọw/Thụy Sỹ
TH0053,Điện cực tán sỏi,Cái,Vật tư tiêu hao,Hãng SX: Hàn Quốc
VTTHVTTH160420165357,Điện cực trung tính bệnh nhân(Code:E7509B) Lọại không dây người lớn,Chiếc,Vật tư tiêu hao,Hãng SX: Mỹ
TH0197,Điếu ngải cứu ( Nhang ngải cứu),Điếu,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210084,Điếu ngải cứu (nhang ngải cứu),Điếu,Vật tư tiêu hao,Hãng SX: Tuệ Hải Đường/Việt Nam
VT0085,Điếu ngải nhung (Lọại trung) 20cm,Điếu,Vật tư tiêu hao,Hãng SX: Hải Đường/Việt nam
VT091,Điếu ngải nhung (Lọại trung) 20cm,Điếu,Vật tư tiêu hao,Hãng SX: Hải Đường/Việt nam
HC18156,Direct Bilirubin,Hộp,Hóa chất,
2021HC22,Direct Bilirubin,Hộp,Hóa chất,
2020HC29,Direct Bilirubin,Hộp,Hóa chất,
HC0016,Direct Bilirubin,Hộp,Hóa chất,
NT0300,đơn vị Test,test,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0017,Đồng hồ đo áp suất bình Oxy,Bộ,Vật tư tiêu hao,Hãng SX: Yamato
NT230091,"Đồng hồ đo nhiệt độ , độ ẩm",Cái,Thiết bị y tế,Hãng SX: ELítECH/ Trung Quốc
NT220109,Đồng hồ oxy,Cái,Vật tư tiêu hao,"Hãng SX: Jiangsu Keling Medical Appliances Co., Ltd/Trung Quốc"
VT230025,Đồng hồ oxy,Bộ,Vật tư tiêu hao,"Hãng SX: Danyang Madicom Electromec hanical Co.,Ltd - Trung Quốc"
VT092,Đồng hồ ôxy,Chiếc,Vật tư tiêu hao,Hãng SX: Liên doanh Nhật
VT0086,Đồng hồ ôxy,Chiếc,Vật tư tiêu hao,Hãng SX: Liên doanh Nhật
NT0070,Đồng hồ Oxy - Yamato,Bộ,Thiết bị y tế,Hãng SX: Yamato
NT0060,Đồng hồ oxy Kimura-Japan,Bộ,Vật tư tiêu hao,Hãng SX: Nhật Bản
NT210019,"Đồng hồ Oxy Kimura (Công nghệ Japan, Sx:TQ)",Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0157,Đồng hồ Oxy Kimura Kimura/Trung Quốc,Bộ,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT240015,Đồng hồ oxy Lọại cắm tường,Cái,Vật tư tiêu hao,Hãng SX: Kaipo/Trung Quốc
NT220002,Đồng hồ oxy Regulator,Chiếc,Vật tư tiêu hao,Hãng SX: Medical Regulator/Trung Quốc
NT230039,Dũa Mani 10 L21mm,vi,Vật tư tiêu hao,Hãng SX: Mani/Việt Nam
NT230040,Dũa Mani 15 L21mm,vi,Vật tư tiêu hao,Hãng SX: Mani/Việt Nam
NT230041,Dũa Mani 20 L21mm,vi,Vật tư tiêu hao,Hãng SX: Mani/Việt Nam
NT230042,Dũa Mani 25 L21mm,vi,Vật tư tiêu hao,Hãng SX: Mani/Việt Nam
VT093,Đui bóng đèn hồng ngoại,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
VT0087,Đui bóng đèn hồng ngoại,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
TH0015,Đui đèn sứ cỡ E27,Chiếc,Vật tư tiêu hao,Hãng SX: Trung Quốc
NT0138,Dụng cụ lấy dị vật họng,Cái,Dụng cụ y tế,Hãng SX: Pakistan
NT0137,Dụng cụ lấy dị vật mũi,Cái,Dụng cụ y tế,Hãng SX: Pakistan
NT0136,Dụng cụ lấy dị vật tai,Cái,Dụng cụ y tế,Hãng SX: Pakistan
DCYT027,Dụng cụ soi hậu môn Hirschmann số 1,Cái,Dụng cụ y tế,Hãng SX: Prime/Pakistan
VT310,Dung dịch Aniosyme Synergy 5,Thùng,Vật tư tiêu hao,Hãng SX: France
TH0270,Dung dịch dầu Eugenol SULTAN U.S,Lọ,Vật tư tiêu hao,Hãng SX: Mỹ
VT0088,Dung dịch dùng với vật liệu trám răng (Eugenol),Lọ,Vật tư tiêu hao,Hãng SX: Eugenol/Ấn Độ
VT094,Dung dịch dùng với vật liệu trám răng (Eugenol),Lọ,Vật tư tiêu hao,Hãng SX: Eugenol/Ấn Độ
NT0132,"Dung dịch Giemsa, Lọại 1000ml/bình (Merk/Đức)",Bình,Vật tư tiêu hao,Hãng SX: Đức
NT260014,Dung dịch khử khuẩn dụng cụ Cidezyme,Ml,Vật tư tiêu hao,Hãng SX: PurposeBuilt Brands | Nước SX: Mỹ
TH0039,Dung dịch khử khuẩn dụng cụ mức độ cao Cidex OPA,Lít,Vật tư tiêu hao,Hãng SX: Johnson & Johnson
NT2230097,Dung dịch khử khuẩn mức độ cao 2039 Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
VT210173,Dung dịch khử khuẩn mức độ cao 20391 Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Anh
NT230103,Dung dịch khử khuẩn mức độ cao 20391 Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
NT220108,Dung dịch khử khuẩn mức độ cao 20391 Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
VT210022,Dung dịch khử khuẩn mức độ cao 20391Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Anh
NT230155,Dung dịch khử khuẩn mức độ cao Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
